Normalized multiplication count,Normalized sram filter read count
0.20004652274132795,0.6241496598639455
0.20018861454046638,0.75
0.20025291495198902,0.9375
0.20023148148148148,0.875
0.20023148148148148,0.875
0.2002551020408163,0.9375
0.20081360946745563,0.75
0.20065398335315102,0.75
0.20099852071005916,0.875
0.20109097633136094,0.9375
0.203125,0.8125
0.2013888888888889,0.8125
0.20416666666666666,0.9375
0.2013888888888889,0.875
0.2013888888888889,0.8125
0.20408163265306123,1.0
0.2325,0.8125
0.203125,1.0
0.2325,0.8125
0.23,0.75
