Normalized multiplication count,Normalized sram filter read count
0.11112661210317461,0.5925925925925926
0.11113292011019284,0.5416666666666666
0.11112882653061225,0.8125
0.11112882653061225,0.65625
0.1112218324829932,0.7222222222222222
0.11121352838010204,0.734375
0.11122349330357142,0.75
0.11137307575064777,0.7638888888888888
0.11121352838010204,0.671875
0.11121352838010204,0.703125
0.1116780045351474,0.5555555555555556
0.1119858099489796,0.796875
0.11190609056122448,0.734375
0.11189184746877054,0.6388888888888888
0.11188616071428571,0.71875
0.11174665178571429,0.609375
0.1119534845496384,0.6805555555555556
0.11184630102040816,0.6875
0.11192602040816327,0.75
0.11224489795918367,0.6111111111111112
0.11224489795918367,0.734375
0.11224489795918367,0.671875
0.11574074074074074,0.6666666666666666
0.11224489795918367,0.671875
0.11224489795918367,0.765625
0.11458333333333333,0.5
0.11224489795918367,0.671875
0.11216517857142858,0.671875
0.11525848765432099,0.5972222222222222
0.11216517857142858,0.609375
0.11224489795918367,0.703125
0.11477623456790123,0.5277777777777778
0.11224489795918367,0.625
0.11224489795918367,0.6875
0.11410108024691358,0.4305555555555556
0.11224489795918367,0.75
0.11208545918367346,0.640625
0.11458333333333333,0.5
0.11216517857142858,0.5
0.11216517857142858,0.609375
0.11678004535147392,0.625
0.11862244897959184,0.75
0.11543367346938775,0.5625
0.11833333333333333,0.5555555555555556
0.11862244897959184,0.75
0.11543367346938775,0.5625
0.12,0.6527777777777778
0.11766581632653061,0.71875
0.11543367346938775,0.515625
0.11944444444444445,0.5
0.11862244897959184,0.765625
0.11830357142857142,0.765625
