Normalized multiplication count,Normalized sram filter read count
0.11112497891718671,0.38010204081632654
0.11119359853316327,0.59375
0.11129865397805212,0.546875
0.11122349330357142,0.78125
0.11121352838010204,0.703125
0.11119359853316327,0.59375
0.11133080418381344,0.640625
0.11121352838010204,0.6875
0.11120356345663265,0.671875
0.11133080418381344,0.640625
0.11122349330357142,0.765625
0.11120854591836735,0.703125
0.11176658163265306,0.625
0.11178651147959184,0.640625
0.1114372770511296,0.5625
0.11160714285714286,0.5
0.11166327662721894,0.484375
0.11178651147959184,0.640625
0.11172672193877552,0.59375
0.11214866863905325,0.8125
0.11190609056122448,0.734375
0.11174665178571429,0.609375
0.11198687130177515,0.703125
0.11182637117346939,0.671875
0.11174665178571429,0.609375
0.11216517857142858,0.59375
0.11224489795918367,0.734375
0.114375,0.734375
0.11224489795918367,0.5625
0.1142578125,0.453125
0.11224489795918367,0.71875
0.11224489795918367,0.609375
0.11480034722222222,0.53125
0.11224489795918367,0.6875
0.11224489795918367,0.625
0.11588541666666667,0.6875
0.11224489795918367,0.640625
0.11224489795918367,0.75
0.11555989583333333,0.640625
0.11224489795918367,0.796875
0.11208545918367346,0.578125
0.11534288194444445,0.609375
0.11224489795918367,0.828125
0.11216517857142858,0.6875
0.11830357142857142,0.734375
0.11830357142857142,0.734375
0.12158203125,0.78125
0.11798469387755102,0.78125
0.12,0.703125
0.11862244897959184,0.765625
0.11511479591836735,0.46875
0.12,0.6875
0.11957908163265306,0.828125
