Normalized multiplication count,Normalized sram filter read count
0.05883914516219711,0.47406462585034015
0.05887152224170918,0.41796875
0.05889515817901234,0.35546875
0.05914680325255102,0.35546875
0.05917669802295918,0.39453125
0.059015578772189346,0.27734375
0.05913185586734694,0.3515625
0.059015578772189346,0.29296875
0.05912189094387755,0.3203125
0.059226522640306124,0.4296875
0.05912687340561224,0.33984375
0.05909069896449704,0.390625
0.059136838329081634,0.359375
0.0590964774408284,0.45703125
0.05921157525510204,0.41796875
0.06014827806122449,0.390625
0.05970982142857143,0.296875
0.059895833333333336,0.3984375
0.05976961096938776,0.31640625
0.05978732638888889,0.359375
0.06018813775510204,0.41796875
0.06018813775510204,0.4453125
0.05959024234693878,0.24609375
0.06005859375,0.39453125
0.059962266156462586,0.3619791666666667
0.05991190843621399,0.39525462962962965
0.06018813775510204,0.4296875
0.06016820790816327,0.43359375
0.059849330357142856,0.31640625
0.059895833333333336,0.37890625
0.060068558673469385,0.40625
0.05969891332304527,0.3394097222222222
0.06010841836734694,0.4140625
0.06030771683673469,0.47265625
0.06016820790816327,0.41015625
0.05984157986111111,0.390625
0.059869260204081634,0.33984375
0.059868706597222224,0.37109375
0.060267857142857144,0.45703125
0.06030771683673469,0.46484375
0.060247927295918366,0.4375
0.06003146701388889,0.4140625
0.05978954081632653,0.31640625
0.05992296006944445,0.42578125
0.060247927295918366,0.43359375
0.061224489795918366,0.4375
0.06114477040816327,0.40234375
0.06515625,0.4140625
0.06114477040816327,0.3828125
0.06796875,0.5625
0.06114477040816327,0.4140625
0.06050701530612245,0.23046875
0.061224489795918366,0.38671875
0.06375,0.359375
0.061224489795918366,0.4375
0.06421875,0.375
0.06114477040816327,0.37890625
