Normalized multiplication count,Normalized sram filter read count
0.015388143377185585,0.07971938775510204
0.015393004125478317,0.060791015625
0.015392497079689644,0.057373046875
0.030314748833417664,0.2274659863945578
0.015429749780771683,0.05810546875
0.030350977060746173,0.1806640625
0.015442932544111394,0.07112630208333333
0.015424840000410913,0.05172164351851852
0.030333049339849108,0.1650390625
0.015511648995535714,0.1396484375
0.01546191855687048,0.09418402777777778
0.015466184032206632,0.0947265625
0.015425701530612245,0.056640625
0.03039177096619898,0.15234375
0.015424144511320154,0.0537109375
0.030396753427933673,0.154296875
0.015424920257026627,0.050537109375
0.03038178393121302,0.130859375
0.015464315609056123,0.091796875
0.03044284119897959,0.23046875
0.015449559038050625,0.07787181712962964
0.03038322855029586,0.13194444444444445
0.015426947146045918,0.056640625
0.030384297273596938,0.1484375
0.015605568399234694,0.05869140625
0.030400490274234693,0.1630859375
0.015598094706632653,0.0572265625
0.030375577965561226,0.123046875
0.015600964629827477,0.06091412927350427
0.03038322855029586,0.13671875
0.01598107993197279,0.13229166666666667
0.015700352044753087,0.08116319444444445
0.015603907578656463,0.058365885416666666
0.030386788504464284,0.142578125
0.03040200859837278,0.1796875
0.015642936862244897,0.066015625
0.0303955078125,0.1513671875
0.01555809265670554,0.04938616071428571
0.030522560586734693,0.1591796875
0.015607838187358277,0.060555732709750565
0.030457788584183673,0.1171875
0.015787760416666668,0.09440104166666667
0.015636051633230452,0.06749131944444445
0.03085457565438034,0.14798677884615385
0.015578912228954082,0.053466796875
0.030552455357142856,0.20703125
0.015590122767857142,0.0556640625
0.031034995498971193,0.19155092592592593
0.015537806919642858,0.04541015625
0.03053252551020408,0.150390625
0.03053252551020408,0.1630859375
0.0155487060546875,0.048583984375
0.030468465287900873,0.13030133928571427
0.015757865646258504,0.08854166666666667
0.015579788773148149,0.05497685185185185
0.030843314249889772,0.14518229166666666
0.015580157844387755,0.0537109375
0.03053252551020408,0.15625
0.015621441098760933,0.061802455357142856
0.03098777488425926,0.1763599537037037
0.015628875248015872,0.0632595486111111
0.030552455357142856,0.1630859375
0.030552455357142856,0.16796875
0.03049266581632653,0.115234375
0.01559357540652149,0.05797485853909465
0.01573710538903061,0.08447265625
0.015609552830825617,0.0641818576388889
0.015591368383290817,0.055908203125
0.030863444010416668,0.146484375
0.030512595663265307,0.16015625
0.015619564587198516,0.06143465909090909
0.030785831404320986,0.13512731481481483
0.030587332589285716,0.1630859375
0.015642876468769325,0.06600378787878788
0.03057380876457726,0.18973214285714285
0.03051813173185941,0.1527777777777778
0.015562759211033951,0.050206163194444445
0.030859508959190672,0.14156539351851852
0.015783532873376624,0.09357244318181818
0.015609552830825617,0.06043836805555555
0.03050263073979592,0.142578125
0.01561231737012987,0.060014204545454544
0.030958387586805556,0.154296875
0.030577367665816327,0.1748046875
0.01593391262755102,0.052978515625
0.030597750463821894,0.1883877840909091
0.015939891581632653,0.0552734375
0.03056876159554731,0.16844223484848486
0.016463975694444445,0.05217013888888889
0.030904134114583332,0.16015625
0.01633250956632653,0.09033203125
0.016749131944444443,0.06575520833333333
0.015874123086734693,0.0517578125
0.03051410550015461,0.15938683712121213
0.030904134114583332,0.1650390625
0.03057842455163884,0.17743844696969696
0.015669842155612245,0.037841796875
0.03150908801020408,0.162109375
0.015829280931122448,0.04931640625
0.03128985969387755,0.1357421875
0.03328125,0.1640625
0.031568877551020405,0.15625
0.03453125,0.2138671875
0.03158880739795918,0.1494140625
0.016328125,0.049560546875
0.01602359693877551,0.06315104166666667
0.016345486111111113,0.05139612268518518
0.031010841836734693,0.0908203125
0.01585419323979592,0.049560546875
0.031568877551020405,0.1572265625
0.0328125,0.1279296875
0.03182132227891157,0.19075520833333334
0.032893518518518516,0.13953993055555555
0.03126992984693878,0.1376953125
0.015388143377185585,0.07971938775510204
0.015393004125478317,0.060791015625
0.015392497079689644,0.057373046875
0.015429749780771683,0.05810546875
0.015442932544111394,0.07112630208333333
0.015424840000410913,0.05172164351851852
